"document"	"topic"	"gamma"
"230"	"2613_Диво-дивное.txt"	5	1.22200517876324e-05
"231"	"2613_Диво-дивное.txt"	25	1.22200517876277e-05
"232"	"2613_Диво-дивное.txt"	10	1.22200517876272e-05
"233"	"2613_Диво-дивное.txt"	4	1.22200517876148e-05
"234"	"2613_Диво-дивное.txt"	3	1.22200517876142e-05
"235"	"2613_Диво-дивное.txt"	17	1.22200517876095e-05
"236"	"2613_Диво-дивное.txt"	15	1.22200517875956e-05
"237"	"2613_Диво-дивное.txt"	21	1.22200517875855e-05
"238"	"2613_Диво-дивное.txt"	12	1.22200517875782e-05
"239"	"2613_Диво-дивное.txt"	20	1.2220051787569e-05
"240"	"2613_Диво-дивное.txt"	6	1.22200517875326e-05
"241"	"2613_Диво-дивное.txt"	23	1.22200517875224e-05
"242"	"2613_Диво-дивное.txt"	14	1.2220051787521e-05
"243"	"2613_Диво-дивное.txt"	13	1.22200517874012e-05
"244"	"2614_Фома_Беренников.txt"	12	0.999561528747209
"245"	"2614_Фома_Беренников.txt"	27	1.68642789535589e-05
"246"	"2614_Фома_Беренников.txt"	3	1.68642789535583e-05
"247"	"2614_Фома_Беренников.txt"	2	1.6864278953555e-05
"248"	"2614_Фома_Беренников.txt"	26	1.68642789535514e-05
"249"	"2614_Фома_Беренников.txt"	18	1.6864278953545e-05
"250"	"2614_Фома_Беренников.txt"	17	1.68642789535363e-05
"251"	"2614_Фома_Беренников.txt"	1	1.68642789535355e-05
"252"	"2614_Фома_Беренников.txt"	22	1.68642789535274e-05
"253"	"2614_Фома_Беренников.txt"	7	1.68642789535263e-05
"254"	"2614_Фома_Беренников.txt"	4	1.6864278953516e-05
"255"	"2614_Фома_Беренников.txt"	16	1.68642789535126e-05
"256"	"2614_Фома_Беренников.txt"	19	1.68642789534999e-05
"257"	"2614_Фома_Беренников.txt"	10	1.68642789534905e-05
"258"	"2614_Фома_Беренников.txt"	13	1.68642789534892e-05
"259"	"2614_Фома_Беренников.txt"	24	1.68642789534889e-05
"260"	"2614_Фома_Беренников.txt"	11	1.68642789534835e-05
"261"	"2614_Фома_Беренников.txt"	25	1.68642789534765e-05
"262"	"2614_Фома_Беренников.txt"	15	1.68642789534731e-05
"263"	"2614_Фома_Беренников.txt"	5	1.68642789534696e-05
"264"	"2614_Фома_Беренников.txt"	14	1.68642789534605e-05
"265"	"2614_Фома_Беренников.txt"	20	1.68642789534474e-05
"266"	"2614_Фома_Беренников.txt"	6	1.68642789534446e-05
"267"	"2614_Фома_Беренников.txt"	21	1.68642789534382e-05
"268"	"2614_Фома_Беренников.txt"	8	1.686427895343e-05
"269"	"2614_Фома_Беренников.txt"	23	1.68642789533868e-05
"270"	"2614_Фома_Беренников.txt"	9	1.68642789533619e-05
"271"	"2615_Иван-сирота.txt"	11	0.999774109117469
"272"	"2615_Иван-сирота.txt"	10	8.68811086667348e-06
"273"	"2615_Иван-сирота.txt"	22	8.68811086667203e-06
"274"	"2615_Иван-сирота.txt"	5	8.68811086664963e-06
"275"	"2615_Иван-сирота.txt"	16	8.68811086664859e-06
"276"	"2615_Иван-сирота.txt"	18	8.6881108666435e-06
"277"	"2615_Иван-сирота.txt"	2	8.68811086664001e-06
"278"	"2615_Иван-сирота.txt"	27	8.68811086662793e-06
"279"	"2615_Иван-сирота.txt"	24	8.68811086662015e-06
"280"	"2615_Иван-сирота.txt"	26	8.68811086661065e-06
"281"	"2615_Иван-сирота.txt"	6	8.68811086660921e-06
"282"	"2615_Иван-сирота.txt"	8	8.68811086660413e-06
"283"	"2615_Иван-сирота.txt"	17	8.68811086660122e-06
"284"	"2615_Иван-сирота.txt"	1	8.68811086659648e-06
"285"	"2615_Иван-сирота.txt"	20	8.68811086659091e-06
"286"	"2615_Иван-сирота.txt"	23	8.68811086658441e-06
"287"	"2615_Иван-сирота.txt"	25	8.6881108665843e-06
"288"	"2615_Иван-сирота.txt"	15	8.68811086657942e-06
"289"	"2615_Иван-сирота.txt"	7	8.68811086657248e-06
"290"	"2615_Иван-сирота.txt"	3	8.68811086655365e-06
"291"	"2615_Иван-сирота.txt"	4	8.68811086654708e-06
"292"	"2615_Иван-сирота.txt"	19	8.68811086653313e-06
"293"	"2615_Иван-сирота.txt"	14	8.68811086652717e-06
"294"	"2615_Иван-сирота.txt"	21	8.68811086650615e-06
"295"	"2615_Иван-сирота.txt"	12	8.68811086648296e-06
"296"	"2615_Иван-сирота.txt"	13	8.68811086644639e-06
"297"	"2615_Иван-сирота.txt"	9	8.68811086640677e-06
"298"	"2616_Морозко.txt"	21	0.999761989473804
"299"	"2616_Морозко.txt"	8	9.1542510076477e-06
"300"	"2616_Морозко.txt"	23	9.15425100759149e-06
"301"	"2616_Морозко.txt"	11	9.15425100758959e-06
"302"	"2616_Морозко.txt"	2	9.15425100757612e-06
"303"	"2616_Морозко.txt"	6	9.15425100756538e-06
"304"	"2616_Морозко.txt"	20	9.15425100753977e-06
"305"	"2616_Морозко.txt"	24	9.15425100753591e-06
"306"	"2616_Морозко.txt"	4	9.15425100753512e-06
"307"	"2616_Морозко.txt"	18	9.15425100753452e-06
"308"	"2616_Морозко.txt"	17	9.15425100753073e-06
"309"	"2616_Морозко.txt"	7	9.15425100753067e-06
"310"	"2616_Морозко.txt"	19	9.15425100753024e-06
"311"	"2616_Морозко.txt"	16	9.15425100752076e-06
"312"	"2616_Морозко.txt"	26	9.15425100751573e-06
"313"	"2616_Морозко.txt"	14	9.15425100751503e-06
"314"	"2616_Морозко.txt"	10	9.15425100751206e-06
"315"	"2616_Морозко.txt"	27	9.15425100750804e-06
"316"	"2616_Морозко.txt"	15	9.15425100750583e-06
"317"	"2616_Морозко.txt"	3	9.15425100750484e-06
"318"	"2616_Морозко.txt"	12	9.15425100750111e-06
"319"	"2616_Морозко.txt"	22	9.1542510074957e-06
"320"	"2616_Морозко.txt"	1	9.15425100749072e-06
"321"	"2616_Морозко.txt"	25	9.15425100748436e-06
"322"	"2616_Морозко.txt"	9	9.15425100747765e-06
"323"	"2616_Морозко.txt"	5	9.15425100744127e-06
"324"	"2616_Морозко.txt"	13	9.15425100741919e-06
"325"	"2617_Сказка_об_Иванушке-дурачке.txt"	14	0.999711127256739
"326"	"2617_Сказка_об_Иванушке-дурачке.txt"	2	1.11104901255824e-05
"327"	"2617_Сказка_об_Иванушке-дурачке.txt"	26	1.11104901255549e-05
"328"	"2617_Сказка_об_Иванушке-дурачке.txt"	16	1.11104901255365e-05
"329"	"2617_Сказка_об_Иванушке-дурачке.txt"	27	1.11104901255079e-05
"330"	"2617_Сказка_об_Иванушке-дурачке.txt"	24	1.11104901254976e-05
"331"	"2617_Сказка_об_Иванушке-дурачке.txt"	1	1.11104901254912e-05
"332"	"2617_Сказка_об_Иванушке-дурачке.txt"	10	1.11104901254757e-05
"333"	"2617_Сказка_об_Иванушке-дурачке.txt"	7	1.11104901254692e-05
"334"	"2617_Сказка_об_Иванушке-дурачке.txt"	25	1.11104901254691e-05
"335"	"2617_Сказка_об_Иванушке-дурачке.txt"	5	1.11104901254675e-05
"336"	"2617_Сказка_об_Иванушке-дурачке.txt"	18	1.11104901254668e-05
"337"	"2617_Сказка_об_Иванушке-дурачке.txt"	11	1.11104901254332e-05
"338"	"2617_Сказка_об_Иванушке-дурачке.txt"	19	1.11104901254313e-05
"339"	"2617_Сказка_об_Иванушке-дурачке.txt"	17	1.11104901254302e-05
"340"	"2617_Сказка_об_Иванушке-дурачке.txt"	20	1.1110490125415e-05
"341"	"2617_Сказка_об_Иванушке-дурачке.txt"	21	1.11104901254107e-05
"342"	"2617_Сказка_об_Иванушке-дурачке.txt"	15	1.11104901253913e-05
"343"	"2617_Сказка_об_Иванушке-дурачке.txt"	23	1.11104901253898e-05
"344"	"2617_Сказка_об_Иванушке-дурачке.txt"	8	1.11104901253893e-05
"345"	"2617_Сказка_об_Иванушке-дурачке.txt"	4	1.11104901253837e-05
"346"	"2617_Сказка_об_Иванушке-дурачке.txt"	6	1.11104901253817e-05
"347"	"2617_Сказка_об_Иванушке-дурачке.txt"	12	1.11104901253632e-05
"348"	"2617_Сказка_об_Иванушке-дурачке.txt"	3	1.11104901253579e-05
"349"	"2617_Сказка_об_Иванушке-дурачке.txt"	22	1.11104901253354e-05
"350"	"2617_Сказка_об_Иванушке-дурачке.txt"	13	1.11104901253266e-05
"351"	"2617_Сказка_об_Иванушке-дурачке.txt"	9	1.1110490125271e-05
"352"	"2618_Царевна-лягушка.txt"	23	0.999706278261057
"353"	"2618_Царевна-лягушка.txt"	16	1.12969899594713e-05
"354"	"2618_Царевна-лягушка.txt"	10	1.12969899594624e-05
"355"	"2618_Царевна-лягушка.txt"	1	1.12969899594601e-05
"356"	"2618_Царевна-лягушка.txt"	24	1.1296989959449e-05
"357"	"2618_Царевна-лягушка.txt"	27	1.12969899594435e-05
"358"	"2618_Царевна-лягушка.txt"	7	1.12969899594316e-05
"359"	"2618_Царевна-лягушка.txt"	2	1.12969899594107e-05
"360"	"2618_Царевна-лягушка.txt"	22	1.12969899594095e-05
"361"	"2618_Царевна-лягушка.txt"	18	1.1296989959401e-05
"362"	"2618_Царевна-лягушка.txt"	20	1.12969899593918e-05
"363"	"2618_Царевна-лягушка.txt"	26	1.12969899593783e-05
"364"	"2618_Царевна-лягушка.txt"	25	1.12969899593677e-05
"365"	"2618_Царевна-лягушка.txt"	17	1.12969899593645e-05
"366"	"2618_Царевна-лягушка.txt"	3	1.12969899593599e-05
"367"	"2618_Царевна-лягушка.txt"	5	1.12969899593494e-05
"368"	"2618_Царевна-лягушка.txt"	19	1.12969899593474e-05
"369"	"2618_Царевна-лягушка.txt"	11	1.12969899593468e-05
"370"	"2618_Царевна-лягушка.txt"	4	1.12969899593244e-05
"371"	"2618_Царевна-лягушка.txt"	12	1.12969899593131e-05
"372"	"2618_Царевна-лягушка.txt"	8	1.12969899593091e-05
"373"	"2618_Царевна-лягушка.txt"	6	1.12969899593035e-05
"374"	"2618_Царевна-лягушка.txt"	21	1.12969899592819e-05
"375"	"2618_Царевна-лягушка.txt"	15	1.12969899592597e-05
"376"	"2618_Царевна-лягушка.txt"	14	1.12969899592202e-05
"377"	"2618_Царевна-лягушка.txt"	13	1.12969899591768e-05
"378"	"2618_Царевна-лягушка.txt"	9	1.12969899591589e-05
"379"	"2619_Забава-Путятична.txt"	8	0.999775076995129
"380"	"2619_Забава-Путятична.txt"	11	8.65088480283087e-06
"381"	"2619_Забава-Путятична.txt"	27	8.65088480280966e-06
"382"	"2619_Забава-Путятична.txt"	2	8.65088480277896e-06
"383"	"2619_Забава-Путятична.txt"	20	8.65088480277644e-06
"384"	"2619_Забава-Путятична.txt"	16	8.65088480277309e-06
"385"	"2619_Забава-Путятична.txt"	26	8.65088480277099e-06
"386"	"2619_Забава-Путятична.txt"	18	8.65088480276953e-06
"387"	"2619_Забава-Путятична.txt"	24	8.65088480276799e-06
"388"	"2619_Забава-Путятична.txt"	6	8.65088480276438e-06
"389"	"2619_Забава-Путятична.txt"	17	8.65088480275735e-06
"390"	"2619_Забава-Путятична.txt"	7	8.65088480274982e-06
"391"	"2619_Забава-Путятична.txt"	5	8.65088480274931e-06
"392"	"2619_Забава-Путятична.txt"	12	8.65088480273883e-06
"393"	"2619_Забава-Путятична.txt"	1	8.65088480272305e-06
"394"	"2619_Забава-Путятична.txt"	19	8.65088480271983e-06
"395"	"2619_Забава-Путятична.txt"	22	8.65088480271922e-06
"396"	"2619_Забава-Путятична.txt"	10	8.65088480270124e-06
"397"	"2619_Забава-Путятична.txt"	14	8.65088480269653e-06
"398"	"2619_Забава-Путятична.txt"	4	8.65088480268725e-06
"399"	"2619_Забава-Путятична.txt"	9	8.65088480267902e-06
"400"	"2619_Забава-Путятична.txt"	13	8.65088480267236e-06
