"document"	"topic"	"gamma"
"290"	"1360_Коськин_день.txt"	7	3.33557462490815e-05
"291"	"1361_Солдатская_баллада.txt"	10	0.998744099729116
"292"	"1361_Солдатская_баллада.txt"	8	0.000139544474542721
"293"	"1361_Солдатская_баллада.txt"	2	0.000139544474542668
"294"	"1361_Солдатская_баллада.txt"	6	0.000139544474542659
"295"	"1361_Солдатская_баллада.txt"	1	0.00013954447454264
"296"	"1361_Солдатская_баллада.txt"	7	0.000139544474542606
"297"	"1361_Солдатская_баллада.txt"	9	0.000139544474542602
"298"	"1361_Солдатская_баллада.txt"	5	0.000139544474542597
"299"	"1361_Солдатская_баллада.txt"	4	0.000139544474542576
"300"	"1361_Солдатская_баллада.txt"	3	0.000139544474542558
"301"	"1444_Оптический_глаз.txt"	6	0.999908355552298
"302"	"1444_Оптический_глаз.txt"	8	1.01827164116503e-05
"303"	"1444_Оптический_глаз.txt"	2	1.01827164115792e-05
"304"	"1444_Оптический_глаз.txt"	5	1.01827164115212e-05
"305"	"1444_Оптический_глаз.txt"	4	1.01827164114637e-05
"306"	"1444_Оптический_глаз.txt"	9	1.0182716411362e-05
"307"	"1444_Оптический_глаз.txt"	3	1.01827164113338e-05
"308"	"1444_Оптический_глаз.txt"	7	1.01827164113233e-05
"309"	"1444_Оптический_глаз.txt"	10	1.01827164111814e-05
"310"	"1444_Оптический_глаз.txt"	1	1.01827164110658e-05
"311"	"1446_Компас.txt"	9	0.999694869635144
"312"	"1446_Компас.txt"	6	3.39033738729504e-05
"313"	"1446_Компас.txt"	5	3.3903373872945e-05
"314"	"1446_Компас.txt"	3	3.39033738729399e-05
"315"	"1446_Компас.txt"	1	3.3903373872911e-05
"316"	"1446_Компас.txt"	4	3.39033738728504e-05
"317"	"1446_Компас.txt"	2	3.39033738728467e-05
"318"	"1446_Компас.txt"	7	3.39033738727677e-05
"319"	"1446_Компас.txt"	8	3.39033738727118e-05
"320"	"1446_Компас.txt"	10	3.39033738726797e-05
"321"	"1447_Черная_махалка.txt"	9	0.999759736356826
"322"	"1447_Черная_махалка.txt"	4	2.66959603529358e-05
"323"	"1447_Черная_махалка.txt"	1	2.66959603529336e-05
"324"	"1447_Черная_махалка.txt"	3	2.6695960352793e-05
"325"	"1447_Черная_махалка.txt"	2	2.66959603525769e-05
"326"	"1447_Черная_махалка.txt"	8	2.66959603524928e-05
"327"	"1447_Черная_махалка.txt"	6	2.66959603524907e-05
"328"	"1447_Черная_махалка.txt"	5	2.66959603524898e-05
"329"	"1447_Черная_махалка.txt"	7	2.6695960352446e-05
"330"	"1447_Черная_махалка.txt"	10	2.66959603523564e-05
"331"	"1448_Кенгура.txt"	1	0.609995569686946
"332"	"1448_Кенгура.txt"	9	0.389582258899674
"333"	"1448_Кенгура.txt"	10	5.27714266725301e-05
"334"	"1448_Кенгура.txt"	5	5.27714266724601e-05
"335"	"1448_Кенгура.txt"	6	5.27714266724352e-05
"336"	"1448_Кенгура.txt"	7	5.27714266724258e-05
"337"	"1448_Кенгура.txt"	3	5.27714266724002e-05
"338"	"1448_Кенгура.txt"	8	5.27714266723993e-05
"339"	"1448_Кенгура.txt"	4	5.2771426672376e-05
"340"	"1448_Кенгура.txt"	2	5.27714266723729e-05
"341"	"1463_Ю-ю.txt"	1	0.999884338413978
"342"	"1463_Ю-ю.txt"	8	1.28512873361491e-05
"343"	"1463_Ю-ю.txt"	2	1.28512873359049e-05
"344"	"1463_Ю-ю.txt"	5	1.28512873358699e-05
"345"	"1463_Ю-ю.txt"	9	1.28512873358468e-05
"346"	"1463_Ю-ю.txt"	6	1.28512873358125e-05
"347"	"1463_Ю-ю.txt"	7	1.28512873357957e-05
"348"	"1463_Ю-ю.txt"	4	1.2851287335711e-05
"349"	"1463_Ю-ю.txt"	3	1.28512873356683e-05
"350"	"1463_Ю-ю.txt"	10	1.28512873355812e-05
"351"	"1465_Кто_носит_свой_дом_на_спине.txt"	4	0.999748916689526
"352"	"1465_Кто_носит_свой_дом_на_спине.txt"	2	2.78981456090965e-05
"353"	"1465_Кто_носит_свой_дом_на_спине.txt"	1	2.78981456082975e-05
"354"	"1465_Кто_носит_свой_дом_на_спине.txt"	5	2.78981456082109e-05
"355"	"1465_Кто_носит_свой_дом_на_спине.txt"	8	2.7898145608092e-05
"356"	"1465_Кто_носит_свой_дом_на_спине.txt"	9	2.789814560807e-05
"357"	"1465_Кто_носит_свой_дом_на_спине.txt"	7	2.78981456080173e-05
"358"	"1465_Кто_носит_свой_дом_на_спине.txt"	3	2.78981456080091e-05
"359"	"1465_Кто_носит_свой_дом_на_спине.txt"	6	2.7898145607945e-05
"360"	"1465_Кто_носит_свой_дом_на_спине.txt"	10	2.78981456079301e-05
"361"	"1466_Маленькая_фея.txt"	4	0.999772481817092
"362"	"1466_Маленькая_фея.txt"	6	2.52797981011651e-05
"363"	"1466_Маленькая_фея.txt"	5	2.52797981010728e-05
"364"	"1466_Маленькая_фея.txt"	10	2.52797981009731e-05
"365"	"1466_Маленькая_фея.txt"	2	2.52797981009319e-05
"366"	"1466_Маленькая_фея.txt"	8	2.52797981009018e-05
"367"	"1466_Маленькая_фея.txt"	9	2.52797981008659e-05
"368"	"1466_Маленькая_фея.txt"	3	2.52797981008037e-05
"369"	"1466_Маленькая_фея.txt"	1	2.52797981006623e-05
"370"	"1466_Маленькая_фея.txt"	7	2.52797981006383e-05
"371"	"1467_Меж_высоких_хлебов.txt"	4	0.774812959390769
"372"	"1467_Меж_высоких_хлебов.txt"	2	0.224903935497863
"373"	"1467_Меж_высоких_хлебов.txt"	10	3.53881389211129e-05
"374"	"1467_Меж_высоких_хлебов.txt"	8	3.53881389210555e-05
"375"	"1467_Меж_высоких_хлебов.txt"	3	3.5388138921055e-05
"376"	"1467_Меж_высоких_хлебов.txt"	5	3.53881389210384e-05
"377"	"1467_Меж_высоких_хлебов.txt"	7	3.53881389210179e-05
"378"	"1467_Меж_высоких_хлебов.txt"	6	3.5388138921013e-05
"379"	"1467_Меж_высоких_хлебов.txt"	9	3.53881389209978e-05
"380"	"1467_Меж_высоких_хлебов.txt"	1	3.53881389208864e-05
"381"	"1468_По_пустынным_речным_берегам.txt"	4	0.999833429091929
"382"	"1468_По_пустынным_речным_берегам.txt"	2	1.85078786749411e-05
"383"	"1468_По_пустынным_речным_берегам.txt"	6	1.85078786746407e-05
"384"	"1468_По_пустынным_речным_берегам.txt"	5	1.85078786745714e-05
"385"	"1468_По_пустынным_речным_берегам.txt"	1	1.85078786745632e-05
"386"	"1468_По_пустынным_речным_берегам.txt"	9	1.85078786745536e-05
"387"	"1468_По_пустынным_речным_берегам.txt"	7	1.85078786745212e-05
"388"	"1468_По_пустынным_речным_берегам.txt"	3	1.85078786744922e-05
"389"	"1468_По_пустынным_речным_берегам.txt"	8	1.85078786744573e-05
"390"	"1468_По_пустынным_речным_берегам.txt"	10	1.85078786743826e-05
"391"	"1469_Ёж.txt"	4	0.999761449623302
"392"	"1469_Ёж.txt"	2	2.65055974112954e-05
"393"	"1469_Ёж.txt"	1	2.65055974111159e-05
"394"	"1469_Ёж.txt"	5	2.6505597410904e-05
"395"	"1469_Ёж.txt"	7	2.65055974108828e-05
"396"	"1469_Ёж.txt"	3	2.6505597410877e-05
"397"	"1469_Ёж.txt"	10	2.65055974108187e-05
"398"	"1469_Ёж.txt"	8	2.6505597410781e-05
"399"	"1469_Ёж.txt"	9	2.65055974107551e-05
"400"	"1469_Ёж.txt"	6	2.65055974106711e-05
"401"	"1475_На_дворе.txt"	7	0.999924998112045
"402"	"1475_На_дворе.txt"	8	8.33354310634634e-06
"403"	"1475_На_дворе.txt"	6	8.33354310633244e-06
"404"	"1475_На_дворе.txt"	1	8.33354310623691e-06
"405"	"1475_На_дворе.txt"	10	8.33354310623532e-06
"406"	"1475_На_дворе.txt"	4	8.33354310612999e-06
"407"	"1475_На_дворе.txt"	2	8.33354310607035e-06
"408"	"1475_На_дворе.txt"	9	8.33354310603235e-06
"409"	"1475_На_дворе.txt"	5	8.33354310603152e-06
"410"	"1475_На_дворе.txt"	3	8.33354310586605e-06
"411"	"1601_Сомбреро.txt"	9	0.999960336547826
"412"	"1601_Сомбреро.txt"	1	4.40705024196188e-06
"413"	"1601_Сомбреро.txt"	5	4.40705024178438e-06
"414"	"1601_Сомбреро.txt"	3	4.40705024171108e-06
"415"	"1601_Сомбреро.txt"	6	4.40705024170251e-06
"416"	"1601_Сомбреро.txt"	4	4.40705024161388e-06
"417"	"1601_Сомбреро.txt"	2	4.40705024143838e-06
