"document"	"topic"	"gamma"
"359"	"1121_Сын_стрелочника.txt"	6	1.05923345796733e-05
"360"	"1121_Сын_стрелочника.txt"	16	1.05923345796446e-05
"361"	"1121_Сын_стрелочника.txt"	18	1.05923345796377e-05
"362"	"1121_Сын_стрелочника.txt"	9	1.05923345796268e-05
"363"	"1121_Сын_стрелочника.txt"	5	1.05923345796268e-05
"364"	"1121_Сын_стрелочника.txt"	2	1.05923345796218e-05
"365"	"1121_Сын_стрелочника.txt"	14	1.05923345796177e-05
"366"	"1121_Сын_стрелочника.txt"	19	1.05923345796139e-05
"367"	"1121_Сын_стрелочника.txt"	13	1.0592334579598e-05
"368"	"1121_Сын_стрелочника.txt"	1	1.05923345795727e-05
"369"	"1121_Сын_стрелочника.txt"	4	1.05923345795712e-05
"370"	"1121_Сын_стрелочника.txt"	17	1.059233457956e-05
"371"	"1121_Сын_стрелочника.txt"	12	1.05923345795543e-05
"372"	"1121_Сын_стрелочника.txt"	20	1.05923345795515e-05
"373"	"1121_Сын_стрелочника.txt"	3	1.05923345794625e-05
"374"	"1121_Сын_стрелочника.txt"	10	1.05923345793671e-05
"375"	"1122_Дед_и_внук.txt"	11	0.999591686198971
"376"	"1122_Дед_и_внук.txt"	8	1.94435143348437e-05
"377"	"1122_Дед_и_внук.txt"	5	1.94435143348297e-05
"378"	"1122_Дед_и_внук.txt"	21	1.94435143347832e-05
"379"	"1122_Дед_и_внук.txt"	2	1.94435143347765e-05
"380"	"1122_Дед_и_внук.txt"	7	1.94435143347658e-05
"381"	"1122_Дед_и_внук.txt"	19	1.94435143347636e-05
"382"	"1122_Дед_и_внук.txt"	9	1.94435143347606e-05
"383"	"1122_Дед_и_внук.txt"	4	1.94435143347588e-05
"384"	"1122_Дед_и_внук.txt"	12	1.94435143347542e-05
"385"	"1122_Дед_и_внук.txt"	15	1.94435143347532e-05
"386"	"1122_Дед_и_внук.txt"	1	1.94435143347467e-05
"387"	"1122_Дед_и_внук.txt"	14	1.94435143347439e-05
"388"	"1122_Дед_и_внук.txt"	18	1.94435143347395e-05
"389"	"1122_Дед_и_внук.txt"	22	1.9443514334739e-05
"390"	"1122_Дед_и_внук.txt"	6	1.9443514334724e-05
"391"	"1122_Дед_и_внук.txt"	10	1.94435143347113e-05
"392"	"1122_Дед_и_внук.txt"	16	1.94435143346874e-05
"393"	"1122_Дед_и_внук.txt"	13	1.9443514334669e-05
"394"	"1122_Дед_и_внук.txt"	20	1.94435143346653e-05
"395"	"1122_Дед_и_внук.txt"	17	1.94435143346621e-05
"396"	"1122_Дед_и_внук.txt"	3	1.94435143346234e-05
"397"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	13	0.999404964990377
"398"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	19	2.83350004584033e-05
"399"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	21	2.83350004583942e-05
"400"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	5	2.83350004583908e-05
"401"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	17	2.83350004583552e-05
"402"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	15	2.83350004583512e-05
"403"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	6	2.83350004583442e-05
"404"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	12	2.83350004583371e-05
"405"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	7	2.83350004583238e-05
"406"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	9	2.83350004582883e-05
"407"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	8	2.83350004582794e-05
"408"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	14	2.83350004582679e-05
"409"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	10	2.83350004582455e-05
